task_id	name	status	energy_consumption	CO2e	time	cpus	powerdraw_cpu	cpu_model	cpu_usage	requested_memory
61	SANGERTOL_TREEVAL:TREEVAL:TELO_FINDER:FIND_TELOMERE_WINDOWS (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6375	12.0 GB
62	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:WINDOWMASKER_USTAT (ucMarCocc1_1)	COMPLETED	52.99 mWh	12.25 mg	4s	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.99	12.0 GB
63	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_RENAMECMAPIDS (BSSSI)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.753	12.0 GB
123	SANGERTOL_TREEVAL:TREEVAL:GAP_FINDER:GAP_LENGTH (ucMarCocc1_1)	COMPLETED	154.97 uWh	35.82 ug	16.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.67	12.0 GB
124	SANGERTOL_TREEVAL:TREEVAL:GAP_FINDER:TABIX_BGZIPTABIX (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.46	6.0 GB
125	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_RENAMECMAPIDS (DLE1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.777	12.0 GB
126	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_RENAMECMAPIDS (BSPQI)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.845	12.0 GB
128	SANGERTOL_TREEVAL:TREEVAL:TELO_FINDER:EXTRACT_TELO (ucMarCocc1_1)	COMPLETED	234.46 uWh	54.19 ug	18.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.97	12.0 GB
129	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:EXTRACT_REPEAT (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8170000000000001	12.0 GB
130	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_CMAP2BED (BSSSI)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.768	6.0 GB
131	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_CMAP2BED (DLE1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.879	6.0 GB
132	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:MAKECMAP_CMAP2BED (BSPQI)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9009999999999999	6.0 GB
133	SANGERTOL_TREEVAL:TREEVAL:TELO_FINDER:TABIX_BGZIPTABIX (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.557	6.0 GB
134	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:BEDTOOLS_INTERSECT (ucMarCocc1_1)	COMPLETED	5.25 mWh	1.21 mg	1s	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.743	6.0 GB
135	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:UCSC_BEDTOBIGBED (BSSSI)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.09	6.0 GB
136	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:UCSC_BEDTOBIGBED (DLE1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.684	6.0 GB
137	SANGERTOL_TREEVAL:TREEVAL:INSILICO_DIGEST:UCSC_BEDTOBIGBED (BSPQI)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.425	6.0 GB
138	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:RENAME_IDS (ucMarCocc1_1)	COMPLETED	543.74 uWh	125.67 ug	74.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.46	12.0 GB
139	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:GNU_SORT_A (ucMarCocc1_1)	COMPLETED	1.34 mWh	308.55 ug	145.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.627	12.0 GB
140	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:REFORMAT_INTERSECT (ucMarCocc1_1)	COMPLETED	2.15 mWh	496.31 ug	165.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9690000000000001	12.0 GB
141	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:BEDTOOLS_MAP (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.625	6.0 GB
142	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:REPLACE_DOTS (ucMarCocc1_1)	COMPLETED	167.31 uWh	38.67 ug	17.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.684	12.0 GB
143	SANGERTOL_TREEVAL:TREEVAL:REPEAT_DENSITY:UCSC_BEDGRAPHTOBIGWIG (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.431	20.0 GB
11	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:BUSCO (ucMarCocc1_1)	COMPLETED	27.77  Wh	6.42  g	5m 3s	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9222727272727272	50.0 GB
144	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:GrabFiles (ucMarCocc1_1)	COMPLETED	237.27 uWh	54.84 ug	37.0ms	1	12.0	Intel Xeon Processor (Skylake, IBRS)	0.9520000000000001	6.0 GB
145	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:EXTRACT_BUSCOGENE (ucMarCocc1_1)	COMPLETED	351.98 uWh	81.35 ug	38.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.632	12.0 GB
146	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:BEDTOOLS_SORT (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.589	6.0 GB
147	SANGERTOL_TREEVAL:TREEVAL:BUSCO_ANNOTATION:UCSC_BEDTOBIGBED (ucMarCocc1_1)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.495	6.0 GB
20	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae6002rna)	COMPLETED	91.04 mWh	21.04 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8073333333333333	100.0 GB
19	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae4001rna)	COMPLETED	95.05 mWh	21.97 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8673333333333333	100.0 GB
37	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi4001cds)	COMPLETED	86.61 mWh	20.02 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.741	100.0 GB
28	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae9843cds)	COMPLETED	82.75 mWh	19.13 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6833333333333333	100.0 GB
18	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae29cdna)	COMPLETED	505.0 mWh	116.71 mg	11s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8190000000000001	100.0 GB
25	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE2316cdna)	COMPLETED	176.99 mWh	40.91 mg	4s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.76925	100.0 GB
42	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE237332cds)	COMPLETED	89.98 mWh	20.8 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7915000000000001	100.0 GB
34	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae2000cds)	COMPLETED	86.01 mWh	19.88 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.732	100.0 GB
30	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE234001rna)	COMPLETED	49.22 mWh	11.37 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9179999999999999	100.0 GB
22	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae2000rna)	COMPLETED	44.35 mWh	10.25 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7723333333333333	100.0 GB
24	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae9843rna)	COMPLETED	153.61 mWh	35.5 mg	3s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9775	100.0 GB
27	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE237332rna)	COMPLETED	94.06 mWh	21.74 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8525	100.0 GB
35	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae4001cds)	COMPLETED	89.06 mWh	20.58 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7776666666666667	100.0 GB
29	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae8003cds)	COMPLETED	88.63 mWh	20.48 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7713333333333333	100.0 GB
38	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi8003cds)	COMPLETED	86.65 mWh	20.03 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7416666666666667	100.0 GB
32	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae6002cds)	COMPLETED	81.75 mWh	18.89 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6683333333333333	100.0 GB
44	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE234001cds)	COMPLETED	92.05 mWh	21.27 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8225	100.0 GB
65	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaSubellipsoidae1502pep)	COMPLETED	341.86 mWh	79.01 mg	7s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9066666666666666	100.0 GB
26	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi158rna)	COMPLETED	45.86 mWh	10.6 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8175	100.0 GB
81	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaSubellipsoidae7013pep)	COMPLETED	360.27 mWh	83.26 mg	7s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9853999999999999	100.0 GB
85	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaOrbi10019pep)	COMPLETED	401.07 mWh	92.7 mg	8s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9454999999999999	100.0 GB
36	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi11593cds)	COMPLETED	81.66 mWh	18.87 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.6669999999999999	100.0 GB
43	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE232000cds)	COMPLETED	92.29 mWh	21.33 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.826	100.0 GB
23	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi21cdna)	COMPLETED	461.01 mWh	106.55 mg	10s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.82475	100.0 GB
33	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE236002rna)	COMPLETED	94.82 mWh	21.92 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8640000000000001	100.0 GB
21	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaSubellipsoidae8003rna)	COMPLETED	91.15 mWh	21.07 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8089999999999999	100.0 GB
41	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi2000cds)	COMPLETED	103.87 mWh	24.01 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9995	100.0 GB
45	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE236002cds)	COMPLETED	47.8 mWh	11.05 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8755	100.0 GB
148	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:SAMTOOLS_MERGE (CoccomyxaSubellipsoidae.CoccomyxaSubellipsoidaeV2)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	16	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9756666666666667	150.0 GB
91	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaOrbi8015pep)	COMPLETED	496.11 mWh	114.66 mg	10s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9298333333333333	100.0 GB
107	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaOrbi6011pep)	COMPLETED	393.99 mWh	91.06 mg	8s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9189999999999999	100.0 GB
150	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:BEDTOOLS_BAMTOBED (CoccomyxaSubellipsoidae.CoccomyxaSubellipsoidaeV2)	COMPLETED	38.81 mWh	8.97 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9620000000000001	36.0 GB
149	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:PUNCHLIST:PAFTOOLS_SAM2PAF (CoccomyxaSubellipsoidae.CoccomyxaSubellipsoidaeV2)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.517	12.0 GB
86	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaOrbi500pep)	COMPLETED	450.15 mWh	104.04 mg	9s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9420000000000001	100.0 GB
66	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaSubellipsoidae1001pep)	COMPLETED	299.47 mWh	69.21 mg	6s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9388333333333333	100.0 GB
151	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:BEDTOOLS_SORT (CoccomyxaSubellipsoidae.CoccomyxaSubellipsoidaeV2)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.423	6.0 GB
152	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:PUNCHLIST:PAF2BED (CoccomyxaSubellipsoidae.CoccomyxaSubellipsoidaeV2)	COMPLETED	297.08 uWh	68.66 ug	28.0ms	2	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.753	12.0 GB
153	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:GEN_ALIGNMENTS:UCSC_BEDTOBIGBED (CoccomyxaSubellipsoidae.CoccomyxaSubellipsoidaeV2)	COMPLETED	0.0 pWh	0.0 pg	0.0ms	1	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.542	6.0 GB
39	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi10004cds)	COMPLETED	84.38 mWh	19.5 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7076666666666667	100.0 GB
31	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:RNA_ALIGNMENTS:MINIMAP2_ALIGN (PicochlorumBPE232000rna)	COMPLETED	49.25 mWh	11.38 mg	1s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.919	100.0 GB
40	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:CDS_ALIGNMENTS:MINIMAP2_ALIGN (CoccomyxaOrbi6002cds)	COMPLETED	87.25 mWh	20.17 mg	2s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.7506666666666666	100.0 GB
78	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaSubellipsoidae8516pep)	COMPLETED	988.31 mWh	228.42 mg	20s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.9239999999999999	100.0 GB
64	SANGERTOL_TREEVAL:TREEVAL:GENE_ALIGNMENT:PEP_ALIGNMENTS:MINIPROT_ALIGN (CoccomyxaSubellipsoidae9017pep)	COMPLETED	339.17 mWh	78.39 mg	7s	6	12.0	Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz	0.8951666666666667	100.0 GB
